workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
63513,963,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63514,970,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63515,971,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63516,973,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63517,974,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63518,976,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63519,981,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63520,983,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63521,985,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63522,997,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63523,999,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63524,514,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63524,514,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63525,516,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63525,516,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63526,517,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63526,517,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63527,518,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63527,518,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63528,519,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63528,519,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63529,520,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63529,520,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63530,521,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63530,521,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63531,522,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63531,522,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63538,747,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63538,747,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63538,747,3,30,2014-03-10,2014-03-21,2014-03-10,2014-04-01,1.0,14.5,14.5,2014-04-01
63538,747,4,40,2014-03-10,2014-03-21,2014-03-10,2014-04-01,2.0,31.5,31.5,2014-04-01
63538,747,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63538,747,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63539,748,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63539,748,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63539,748,3,30,2014-03-10,2014-03-21,2014-03-10,2014-04-01,1.0,14.5,14.5,2014-04-01
63539,748,5,45,2014-03-10,2014-03-21,2014-03-10,2014-04-01,2.0,36.0,36.0,2014-04-01
63539,748,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63539,748,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63540,805,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63541,806,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63542,807,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63543,808,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63543,808,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63543,808,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63544,810,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63544,810,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63544,810,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63545,811,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63545,811,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63545,811,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63546,812,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63546,812,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63546,812,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63547,813,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63547,813,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63547,813,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63548,815,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63549,816,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63550,818,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63551,819,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63552,820,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63553,821,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63554,823,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63555,824,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63556,826,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63557,827,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63558,828,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63559,829,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63568,894,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63575,945,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63575,945,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63576,946,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63576,946,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63576,946,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63577,947,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63577,947,2,20,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.5,87.5,87.5,2014-04-01
63577,947,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63578,949,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63579,950,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63580,951,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63581,994,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63582,995,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63583,996,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63598,802,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63598,802,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63599,803,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63599,803,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63600,804,1,10,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.1,92.25,92.25,2014-04-01
63600,804,6,50,2014-03-10,2014-03-21,2014-03-10,2014-04-01,3.0,36.75,36.75,2014-04-01
63605,780,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63606,781,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63607,784,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63608,792,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63609,794,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63610,797,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63611,799,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63612,956,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63613,958,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63614,967,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63615,972,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63616,973,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63617,974,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63618,975,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63619,976,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63620,983,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63621,992,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63622,998,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63623,999,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63624,514,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63624,514,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63625,516,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63625,516,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63626,517,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63626,517,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63627,518,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63627,518,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63628,519,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63628,519,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63629,520,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63629,520,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63630,521,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63630,521,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63631,522,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63631,522,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63638,805,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63639,806,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63640,807,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63641,808,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63641,808,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63641,808,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63642,810,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63642,810,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63642,810,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63643,811,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63643,811,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63643,811,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63644,812,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63644,812,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63644,812,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63645,813,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63645,813,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63645,813,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63646,815,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63647,816,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63648,818,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63649,819,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63650,820,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63651,821,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63652,822,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63652,822,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63652,822,3,30,2014-03-11,2014-03-22,2014-03-12,2014-03-22,1.0,14.5,14.5,2014-03-22
63652,822,4,40,2014-03-11,2014-03-22,2014-03-12,2014-03-22,2.0,31.5,31.5,2014-03-22
63652,822,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63652,822,7,60,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.0,49.0,49.0,2014-03-22
63653,823,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63654,824,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63655,826,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63656,827,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63657,828,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63658,829,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63667,894,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63671,945,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63671,945,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63672,946,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63672,946,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63672,946,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63673,947,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63673,947,2,20,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.5,87.5,87.5,2014-03-22
63673,947,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63674,949,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63675,950,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63676,951,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63677,994,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63678,995,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63679,996,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63694,802,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63694,802,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63695,803,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63695,803,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63696,804,1,10,2014-03-11,2014-03-22,2014-03-12,2014-03-22,4.1,92.25,92.25,2014-03-22
63696,804,6,50,2014-03-11,2014-03-22,2014-03-12,2014-03-22,3.0,36.75,36.75,2014-03-22
63701,779,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63702,780,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63703,784,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63704,792,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63705,794,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63706,795,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63707,799,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63708,955,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63709,956,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63710,957,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63711,962,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63712,966,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63713,967,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63714,973,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63715,974,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63716,975,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63717,976,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63718,977,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63719,997,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63720,998,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63721,999,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63722,516,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63722,516,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63723,517,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63723,517,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63724,518,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63724,518,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63725,519,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63725,519,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63726,520,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63726,520,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63727,522,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63727,522,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63735,748,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
63735,748,2,20,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.5,87.5,87.5,2014-04-05
63735,748,3,30,2014-03-12,2014-03-23,2014-03-12,2014-04-05,1.0,14.5,14.5,2014-04-05
63735,748,5,45,2014-03-12,2014-03-23,2014-03-12,2014-04-05,2.0,36.0,36.0,2014-04-05
63735,748,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63735,748,7,60,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.0,49.0,49.0,2014-04-05
63736,805,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63737,806,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63738,807,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63739,810,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
63739,810,2,20,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.5,87.5,87.5,2014-04-05
63739,810,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63740,811,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
63740,811,2,20,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.5,87.5,87.5,2014-04-05
63740,811,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63741,812,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
63741,812,2,20,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.5,87.5,87.5,2014-04-05
63741,812,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63742,813,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
63742,813,2,20,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.5,87.5,87.5,2014-04-05
63742,813,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63743,816,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63744,818,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63745,819,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63746,820,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63747,821,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63748,824,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63749,826,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63750,827,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63751,828,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63752,829,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63764,894,6,50,2014-03-12,2014-03-23,2014-03-12,2014-04-05,3.0,36.75,36.75,2014-04-05
63766,945,1,10,2014-03-12,2014-03-23,2014-03-12,2014-04-05,4.1,92.25,92.25,2014-04-05
