transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
75104,826,36445,0,2013-05-31,W,1,0.0,2013-05-31
75105,828,36446,0,2013-05-31,W,1,0.0,2013-05-31
75106,838,36447,0,2013-05-31,W,1,0.0,2013-05-31
75107,894,36448,0,2013-05-31,W,7,0.0,2013-05-31
75108,945,36449,0,2013-05-31,W,7,0.0,2013-05-31
75109,950,36450,0,2013-05-31,W,7,0.0,2013-05-31
75110,994,36451,0,2013-05-31,W,1,0.0,2013-05-31
75111,995,36452,0,2013-05-31,W,5,0.0,2013-05-31
75112,996,36453,0,2013-05-31,W,1,0.0,2013-05-31
75113,3,36454,0,2013-05-31,W,70,0.0,2013-05-31
75114,324,36455,0,2013-05-31,W,14,0.0,2013-05-31
75115,327,36456,0,2013-05-31,W,7,0.0,2013-05-31
75116,328,36457,0,2013-05-31,W,10,0.0,2013-05-31
75117,329,36458,0,2013-05-31,W,4,0.0,2013-05-31
75118,398,36459,0,2013-05-31,W,7,0.0,2013-05-31
75119,399,36460,0,2013-05-31,W,7,0.0,2013-05-31
75120,400,36461,0,2013-05-31,W,2,0.0,2013-05-31
75121,401,36462,0,2013-05-31,W,12,0.0,2013-05-31
75122,529,36463,0,2013-05-31,W,7,0.0,2013-05-31
75123,532,36464,0,2013-05-31,W,28,0.0,2013-05-31
75124,533,36465,0,2013-05-31,W,7,0.0,2013-05-31
75125,534,36466,0,2013-05-31,W,7,0.0,2013-05-31
75126,802,36467,0,2013-05-31,W,1,0.0,2013-05-31
75127,804,36468,0,2013-05-31,W,6,0.0,2013-05-31
75128,316,36469,0,2013-05-31,W,14,0.0,2013-05-31
75129,331,36470,0,2013-05-31,W,14,0.0,2013-05-31
75130,350,36471,0,2013-05-31,W,7,0.0,2013-05-31
75131,531,36472,0,2013-05-31,W,7,0.0,2013-05-31
75132,708,51189,2,2013-05-31,S,1,34.99,2013-05-31
75133,794,51189,1,2013-05-31,S,1,2443.35,2013-05-31
75134,860,51189,3,2013-05-31,S,1,24.49,2013-05-31
75135,922,51190,2,2013-05-31,S,1,3.99,2013-05-31
75136,932,51190,3,2013-05-31,S,1,24.99,2013-05-31
75137,973,51190,1,2013-05-31,S,1,1700.99,2013-05-31
75138,707,51191,4,2013-05-31,S,1,34.99,2013-05-31
75139,784,51191,1,2013-05-31,S,1,2294.99,2013-05-31
75140,870,51191,3,2013-05-31,S,1,4.99,2013-05-31
75141,871,51191,2,2013-05-31,S,1,9.99,2013-05-31
75142,707,51192,2,2013-05-31,S,1,34.99,2013-05-31
75143,784,51192,1,2013-05-31,S,1,2294.99,2013-05-31
75144,784,51193,1,2013-05-31,S,1,2294.99,2013-05-31
75145,878,51193,2,2013-05-31,S,1,21.98,2013-05-31
75146,708,51194,3,2013-05-31,S,1,34.99,2013-05-31
75147,784,51194,1,2013-05-31,S,1,2294.99,2013-05-31
75148,878,51194,2,2013-05-31,S,1,21.98,2013-05-31
75149,921,51195,2,2013-05-31,S,1,4.99,2013-05-31
75150,929,51195,3,2013-05-31,S,1,29.99,2013-05-31
75151,981,51195,1,2013-05-31,S,1,769.49,2013-05-31
75152,711,51196,4,2013-05-31,S,1,34.99,2013-05-31
75153,715,51196,5,2013-05-31,S,1,49.99,2013-05-31
75154,870,51196,3,2013-05-31,S,1,4.99,2013-05-31
75155,872,51196,2,2013-05-31,S,1,8.99,2013-05-31
75156,997,51196,1,2013-05-31,S,1,539.99,2013-05-31
75157,712,51197,4,2013-05-31,S,1,8.99,2013-05-31
75158,784,51197,1,2013-05-31,S,1,2294.99,2013-05-31
75159,870,51197,3,2013-05-31,S,1,4.99,2013-05-31
75160,871,51197,2,2013-05-31,S,1,9.99,2013-05-31
75161,781,51198,1,2013-05-31,S,1,2319.99,2013-05-31
75162,870,51198,3,2013-05-31,S,1,4.99,2013-05-31
75163,871,51198,2,2013-05-31,S,1,9.99,2013-05-31
75164,712,51199,3,2013-05-31,S,1,8.99,2013-05-31
75165,870,51199,4,2013-05-31,S,1,4.99,2013-05-31
75166,872,51199,2,2013-05-31,S,1,8.99,2013-05-31
75167,999,51199,1,2013-05-31,S,1,539.99,2013-05-31
75168,708,51200,2,2013-05-31,S,1,34.99,2013-05-31
75169,801,51200,1,2013-05-31,S,1,1120.49,2013-05-31
75170,711,51201,2,2013-05-31,S,1,34.99,2013-05-31
75171,966,51201,1,2013-05-31,S,1,2384.07,2013-05-31
75172,882,51202,2,2013-05-31,S,1,53.99,2013-05-31
75173,971,51202,1,2013-05-31,S,1,1214.85,2013-05-31
75174,763,36473,0,2013-06-01,W,1,0.0,2013-06-01
75175,779,36474,0,2013-06-01,W,1,0.0,2013-06-01
75176,780,36475,0,2013-06-01,W,2,0.0,2013-06-01
75177,782,36476,0,2013-06-01,W,1,0.0,2013-06-01
75178,783,36477,0,2013-06-01,W,2,0.0,2013-06-01
75179,784,36478,0,2013-06-01,W,1,0.0,2013-06-01
75180,792,36479,0,2013-06-01,W,1,0.0,2013-06-01
75181,793,36480,0,2013-06-01,W,1,0.0,2013-06-01
75182,516,36481,0,2013-06-01,W,7,0.0,2013-06-01
75183,517,36482,0,2013-06-01,W,1,0.0,2013-06-01
75184,519,36483,0,2013-06-01,W,2,0.0,2013-06-01
75185,706,36484,0,2013-06-01,W,1,0.0,2013-06-01
75186,726,36485,0,2013-06-01,W,1,0.0,2013-06-01
75187,739,36486,0,2013-06-01,W,2,0.0,2013-06-01
75188,743,36487,0,2013-06-01,W,2,0.0,2013-06-01
75189,746,36488,0,2013-06-01,W,1,0.0,2013-06-01
75190,747,36489,0,2013-06-01,W,1,0.0,2013-06-01
75191,748,36490,0,2013-06-01,W,1,0.0,2013-06-01
75192,806,36491,0,2013-06-01,W,10,0.0,2013-06-01
75193,810,36492,0,2013-06-01,W,7,0.0,2013-06-01
75194,811,36493,0,2013-06-01,W,1,0.0,2013-06-01
75195,813,36494,0,2013-06-01,W,2,0.0,2013-06-01
75196,816,36495,0,2013-06-01,W,7,0.0,2013-06-01
75197,818,36496,0,2013-06-01,W,1,0.0,2013-06-01
75198,820,36497,0,2013-06-01,W,2,0.0,2013-06-01
75199,824,36498,0,2013-06-01,W,7,0.0,2013-06-01
75200,826,36499,0,2013-06-01,W,1,0.0,2013-06-01
75201,828,36500,0,2013-06-01,W,2,0.0,2013-06-01
75202,838,36501,0,2013-06-01,W,1,0.0,2013-06-01
75203,894,36502,0,2013-06-01,W,10,0.0,2013-06-01
75204,945,36503,0,2013-06-01,W,10,0.0,2013-06-01
75205,950,36504,0,2013-06-01,W,10,0.0,2013-06-01
75206,994,36505,0,2013-06-01,W,1,0.0,2013-06-01
75207,995,36506,0,2013-06-01,W,7,0.0,2013-06-01
75208,996,36507,0,2013-06-01,W,2,0.0,2013-06-01
75209,3,36508,0,2013-06-01,W,100,0.0,2013-06-01
75210,324,36509,0,2013-06-01,W,20,0.0,2013-06-01
75211,327,36510,0,2013-06-01,W,10,0.0,2013-06-01
75212,328,36511,0,2013-06-01,W,14,0.0,2013-06-01
75213,329,36512,0,2013-06-01,W,6,0.0,2013-06-01
75214,398,36513,0,2013-06-01,W,10,0.0,2013-06-01
75215,399,36514,0,2013-06-01,W,10,0.0,2013-06-01
75216,400,36515,0,2013-06-01,W,2,0.0,2013-06-01
75217,401,36516,0,2013-06-01,W,18,0.0,2013-06-01
75218,529,36517,0,2013-06-01,W,10,0.0,2013-06-01
75219,532,36518,0,2013-06-01,W,40,0.0,2013-06-01
75220,533,36519,0,2013-06-01,W,10,0.0,2013-06-01
75221,534,36520,0,2013-06-01,W,10,0.0,2013-06-01
75222,802,36521,0,2013-06-01,W,1,0.0,2013-06-01
75223,804,36522,0,2013-06-01,W,9,0.0,2013-06-01
75224,316,36523,0,2013-06-01,W,20,0.0,2013-06-01
75225,331,36524,0,2013-06-01,W,20,0.0,2013-06-01
75226,350,36525,0,2013-06-01,W,10,0.0,2013-06-01
75227,531,36526,0,2013-06-01,W,10,0.0,2013-06-01
75228,792,51203,1,2013-06-01,S,1,2443.35,2013-06-01
75229,870,51203,3,2013-06-01,S,1,4.99,2013-06-01
75230,872,51203,2,2013-06-01,S,1,8.99,2013-06-01
75231,793,51204,1,2013-06-01,S,1,2443.35,2013-06-01
75232,711,51205,4,2013-06-01,S,1,34.99,2013-06-01
75233,780,51205,1,2013-06-01,S,1,2319.99,2013-06-01
75234,870,51205,3,2013-06-01,S,1,4.99,2013-06-01
75235,871,51205,2,2013-06-01,S,1,9.99,2013-06-01
75236,712,51206,4,2013-06-01,S,1,8.99,2013-06-01
75237,783,51206,1,2013-06-01,S,1,2294.99,2013-06-01
75238,870,51206,3,2013-06-01,S,1,4.99,2013-06-01
75239,871,51206,2,2013-06-01,S,1,9.99,2013-06-01
75240,707,51207,4,2013-06-01,S,1,34.99,2013-06-01
75241,781,51207,1,2013-06-01,S,1,2319.99,2013-06-01
75242,870,51207,3,2013-06-01,S,1,4.99,2013-06-01
75243,871,51207,2,2013-06-01,S,1,9.99,2013-06-01
75244,711,51208,2,2013-06-01,S,1,34.99,2013-06-01
75245,792,51208,1,2013-06-01,S,1,2443.35,2013-06-01
75246,708,51209,3,2013-06-01,S,1,34.99,2013-06-01
75247,859,51209,4,2013-06-01,S,1,24.49,2013-06-01
75248,878,51209,2,2013-06-01,S,1,21.98,2013-06-01
75249,986,51209,1,2013-06-01,S,1,564.99,2013-06-01
75250,711,51210,2,2013-06-01,S,1,34.99,2013-06-01
75251,783,51210,1,2013-06-01,S,1,2294.99,2013-06-01
75252,875,51211,2,2013-06-01,S,1,8.99,2013-06-01
75253,958,51211,1,2013-06-01,S,1,742.35,2013-06-01
75254,707,51212,4,2013-06-01,S,1,34.99,2013-06-01
75255,798,51212,1,2013-06-01,S,1,1120.49,2013-06-01
75256,881,51212,5,2013-06-01,S,1,53.99,2013-06-01
75257,922,51212,3,2013-06-01,S,1,3.99,2013-06-01
75258,932,51212,2,2013-06-01,S,1,24.99,2013-06-01
75259,711,51213,2,2013-06-01,S,1,34.99,2013-06-01
75260,969,51213,1,2013-06-01,S,1,2384.07,2013-06-01
75261,870,51214,3,2013-06-01,S,1,4.99,2013-06-01
75262,872,51214,2,2013-06-01,S,1,8.99,2013-06-01
75263,977,51214,1,2013-06-01,S,1,539.99,2013-06-01
75264,783,51215,1,2013-06-01,S,1,2294.99,2013-06-01
75265,930,51215,2,2013-06-01,S,1,35.0,2013-06-01
75266,712,51216,5,2013-06-01,S,1,8.99,2013-06-01
75267,780,51216,1,2013-06-01,S,1,2319.99,2013-06-01
75268,870,51216,4,2013-06-01,S,1,4.99,2013-06-01
75269,871,51216,3,2013-06-01,S,1,9.99,2013-06-01
75270,878,51216,2,2013-06-01,S,1,21.98,2013-06-01
75271,779,51217,1,2013-06-01,S,1,2319.99,2013-06-01
75272,873,51217,4,2013-06-01,S,1,2.29,2013-06-01
75273,921,51217,2,2013-06-01,S,1,4.99,2013-06-01
75274,930,51217,3,2013-06-01,S,1,35.0,2013-06-01
75275,989,51218,1,2013-06-01,S,1,539.99,2013-06-01
75276,708,51219,5,2013-06-01,S,1,34.99,2013-06-01
75277,858,51219,4,2013-06-01,S,1,24.49,2013-06-01
75278,923,51219,2,2013-06-01,S,1,4.99,2013-06-01
75279,934,51219,3,2013-06-01,S,1,28.99,2013-06-01
75280,953,51219,1,2013-06-01,S,1,1214.85,2013-06-01
75281,872,51220,2,2013-06-01,S,1,8.99,2013-06-01
75282,997,51220,1,2013-06-01,S,1,539.99,2013-06-01
75283,712,51221,2,2013-06-01,S,1,8.99,2013-06-01
75284,801,51221,1,2013-06-01,S,1,1120.49,2013-06-01
75285,883,51221,3,2013-06-01,S,1,53.99,2013-06-01
75286,931,51222,2,2013-06-01,S,1,21.49,2013-06-01
75287,998,51222,1,2013-06-01,S,1,539.99,2013-06-01
75288,870,51223,3,2013-06-01,S,1,4.99,2013-06-01
75289,872,51223,2,2013-06-01,S,1,8.99,2013-06-01
75290,875,51223,4,2013-06-01,S,1,8.99,2013-06-01
75291,970,51223,1,2013-06-01,S,1,1214.85,2013-06-01
75292,717,36527,0,2013-06-02,W,27,0.0,2013-06-02
75293,718,36528,0,2013-06-02,W,32,0.0,2013-06-02
75294,719,36529,0,2013-06-02,W,16,0.0,2013-06-02
75295,722,36530,0,2013-06-02,W,45,0.0,2013-06-02
75296,723,36531,0,2013-06-02,W,17,0.0,2013-06-02
75297,736,36532,0,2013-06-02,W,24,0.0,2013-06-02
75298,738,36533,0,2013-06-02,W,72,0.0,2013-06-02
75299,739,36534,0,2013-06-02,W,23,0.0,2013-06-02
75300,742,36535,0,2013-06-02,W,17,0.0,2013-06-02
75301,743,36536,0,2013-06-02,W,45,0.0,2013-06-02
75302,747,36537,0,2013-06-02,W,14,0.0,2013-06-02
75303,748,36538,0,2013-06-02,W,52,0.0,2013-06-02
75304,761,36539,0,2013-06-02,W,2,0.0,2013-06-02
75305,779,36540,0,2013-06-02,W,62,0.0,2013-06-02
75306,780,36541,0,2013-06-02,W,43,0.0,2013-06-02
75307,781,36542,0,2013-06-02,W,51,0.0,2013-06-02
75308,782,36543,0,2013-06-02,W,62,0.0,2013-06-02
75309,783,36544,0,2013-06-02,W,61,0.0,2013-06-02
75310,784,36545,0,2013-06-02,W,38,0.0,2013-06-02
75311,792,36546,0,2013-06-02,W,16,0.0,2013-06-02
75312,793,36547,0,2013-06-02,W,52,0.0,2013-06-02
75313,794,36548,0,2013-06-02,W,54,0.0,2013-06-02
75314,795,36549,0,2013-06-02,W,37,0.0,2013-06-02
75315,796,36550,0,2013-06-02,W,16,0.0,2013-06-02
75316,797,36551,0,2013-06-02,W,48,0.0,2013-06-02
75317,798,36552,0,2013-06-02,W,50,0.0,2013-06-02
75318,799,36553,0,2013-06-02,W,38,0.0,2013-06-02
75319,800,36554,0,2013-06-02,W,15,0.0,2013-06-02
75320,801,36555,0,2013-06-02,W,61,0.0,2013-06-02
75321,808,36556,0,2013-06-02,W,44,0.0,2013-06-02
75322,809,36557,0,2013-06-02,W,41,0.0,2013-06-02
75323,810,36558,0,2013-06-02,W,30,0.0,2013-06-02
75324,811,36559,0,2013-06-02,W,23,0.0,2013-06-02
75325,813,36560,0,2013-06-02,W,42,0.0,2013-06-02
75326,822,36561,0,2013-06-02,W,43,0.0,2013-06-02
75327,828,36562,0,2013-06-02,W,2,0.0,2013-06-02
75328,833,36563,0,2013-06-02,W,23,0.0,2013-06-02
75329,835,36564,0,2013-06-02,W,81,0.0,2013-06-02
75330,836,36565,0,2013-06-02,W,44,0.0,2013-06-02
75331,838,36566,0,2013-06-02,W,34,0.0,2013-06-02
75332,839,36567,0,2013-06-02,W,20,0.0,2013-06-02
75333,885,36568,0,2013-06-02,W,29,0.0,2013-06-02
75334,886,36569,0,2013-06-02,W,38,0.0,2013-06-02
75335,887,36570,0,2013-06-02,W,14,0.0,2013-06-02
75336,888,36571,0,2013-06-02,W,16,0.0,2013-06-02
75337,889,36572,0,2013-06-02,W,24,0.0,2013-06-02
75338,890,36573,0,2013-06-02,W,12,0.0,2013-06-02
75339,891,36574,0,2013-06-02,W,18,0.0,2013-06-02
75340,892,36575,0,2013-06-02,W,57,0.0,2013-06-02
75341,893,36576,0,2013-06-02,W,43,0.0,2013-06-02
75342,894,36577,0,2013-06-02,W,25,0.0,2013-06-02
75343,895,36578,0,2013-06-02,W,24,0.0,2013-06-02
75344,896,36579,0,2013-06-02,W,19,0.0,2013-06-02
75345,898,36580,0,2013-06-02,W,1,0.0,2013-06-02
75346,899,36581,0,2013-06-02,W,25,0.0,2013-06-02
75347,900,36582,0,2013-06-02,W,15,0.0,2013-06-02
75348,902,36583,0,2013-06-02,W,5,0.0,2013-06-02
75349,903,36584,0,2013-06-02,W,2,0.0,2013-06-02
75350,904,36585,0,2013-06-02,W,94,0.0,2013-06-02
75351,905,36586,0,2013-06-02,W,53,0.0,2013-06-02
75352,906,36587,0,2013-06-02,W,31,0.0,2013-06-02
75353,917,36588,0,2013-06-02,W,56,0.0,2013-06-02
75354,918,36589,0,2013-06-02,W,29,0.0,2013-06-02
75355,919,36590,0,2013-06-02,W,7,0.0,2013-06-02
75356,920,36591,0,2013-06-02,W,44,0.0,2013-06-02
75357,924,36592,0,2013-06-02,W,38,0.0,2013-06-02
75358,925,36593,0,2013-06-02,W,63,0.0,2013-06-02
75359,926,36594,0,2013-06-02,W,33,0.0,2013-06-02
75360,927,36595,0,2013-06-02,W,2,0.0,2013-06-02
75361,942,36596,0,2013-06-02,W,1,0.0,2013-06-02
75362,943,36597,0,2013-06-02,W,1,0.0,2013-06-02
75363,944,36598,0,2013-06-02,W,33,0.0,2013-06-02
75364,945,36599,0,2013-06-02,W,54,0.0,2013-06-02
75365,946,36600,0,2013-06-02,W,9,0.0,2013-06-02
75366,947,36601,0,2013-06-02,W,26,0.0,2013-06-02
75367,949,36602,0,2013-06-02,W,27,0.0,2013-06-02
75368,950,36603,0,2013-06-02,W,16,0.0,2013-06-02
75369,951,36604,0,2013-06-02,W,45,0.0,2013-06-02
75370,953,36605,0,2013-06-02,W,45,0.0,2013-06-02
75371,954,36606,0,2013-06-02,W,82,0.0,2013-06-02
75372,955,36607,0,2013-06-02,W,32,0.0,2013-06-02
75373,956,36608,0,2013-06-02,W,6,0.0,2013-06-02
75374,957,36609,0,2013-06-02,W,55,0.0,2013-06-02
75375,958,36610,0,2013-06-02,W,34,0.0,2013-06-02
75376,959,36611,0,2013-06-02,W,25,0.0,2013-06-02
75377,960,36612,0,2013-06-02,W,9,0.0,2013-06-02
75378,961,36613,0,2013-06-02,W,56,0.0,2013-06-02
75379,962,36614,0,2013-06-02,W,33,0.0,2013-06-02
75380,963,36615,0,2013-06-02,W,33,0.0,2013-06-02
75381,964,36616,0,2013-06-02,W,17,0.0,2013-06-02
75382,965,36617,0,2013-06-02,W,50,0.0,2013-06-02
75383,966,36618,0,2013-06-02,W,58,0.0,2013-06-02
75384,967,36619,0,2013-06-02,W,28,0.0,2013-06-02
75385,968,36620,0,2013-06-02,W,13,0.0,2013-06-02
75386,969,36621,0,2013-06-02,W,57,0.0,2013-06-02
75387,970,36622,0,2013-06-02,W,29,0.0,2013-06-02
75388,971,36623,0,2013-06-02,W,7,0.0,2013-06-02
75389,972,36624,0,2013-06-02,W,58,0.0,2013-06-02
75390,973,36625,0,2013-06-02,W,112,0.0,2013-06-02
75391,974,36626,0,2013-06-02,W,74,0.0,2013-06-02
75392,975,36627,0,2013-06-02,W,23,0.0,2013-06-02
75393,976,36628,0,2013-06-02,W,128,0.0,2013-06-02
75394,977,36629,0,2013-06-02,W,44,0.0,2013-06-02
75395,978,36630,0,2013-06-02,W,20,0.0,2013-06-02
75396,979,36631,0,2013-06-02,W,62,0.0,2013-06-02
75397,980,36632,0,2013-06-02,W,24,0.0,2013-06-02
75398,981,36633,0,2013-06-02,W,31,0.0,2013-06-02
75399,982,36634,0,2013-06-02,W,20,0.0,2013-06-02
75400,983,36635,0,2013-06-02,W,20,0.0,2013-06-02
75401,984,36636,0,2013-06-02,W,36,0.0,2013-06-02
75402,985,36637,0,2013-06-02,W,34,0.0,2013-06-02
75403,986,36638,0,2013-06-02,W,24,0.0,2013-06-02
75404,987,36639,0,2013-06-02,W,24,0.0,2013-06-02
75405,988,36640,0,2013-06-02,W,42,0.0,2013-06-02
75406,989,36641,0,2013-06-02,W,21,0.0,2013-06-02
75407,990,36642,0,2013-06-02,W,24,0.0,2013-06-02
75408,991,36643,0,2013-06-02,W,19,0.0,2013-06-02
75409,992,36644,0,2013-06-02,W,38,0.0,2013-06-02
75410,993,36645,0,2013-06-02,W,10,0.0,2013-06-02
75411,994,36646,0,2013-06-02,W,28,0.0,2013-06-02
75412,996,36647,0,2013-06-02,W,34,0.0,2013-06-02
75413,997,36648,0,2013-06-02,W,12,0.0,2013-06-02
75414,998,36649,0,2013-06-02,W,118,0.0,2013-06-02
75415,999,36650,0,2013-06-02,W,97,0.0,2013-06-02
75416,514,36651,0,2013-06-02,W,367,0.0,2013-06-02
75417,516,36652,0,2013-06-02,W,317,0.0,2013-06-02
75418,517,36653,0,2013-06-02,W,273,0.0,2013-06-02
75419,518,36654,0,2013-06-02,W,549,0.0,2013-06-02
75420,519,36655,0,2013-06-02,W,175,0.0,2013-06-02
75421,520,36656,0,2013-06-02,W,339,0.0,2013-06-02
75422,521,36657,0,2013-06-02,W,139,0.0,2013-06-02
75423,522,36658,0,2013-06-02,W,331,0.0,2013-06-02
75424,680,36659,0,2013-06-02,W,16,0.0,2013-06-02
75425,706,36660,0,2013-06-02,W,16,0.0,2013-06-02
75426,722,36661,0,2013-06-02,W,44,0.0,2013-06-02
75427,730,36662,0,2013-06-02,W,2,0.0,2013-06-02
75428,736,36663,0,2013-06-02,W,12,0.0,2013-06-02
75429,737,36664,0,2013-06-02,W,118,0.0,2013-06-02
75430,738,36665,0,2013-06-02,W,97,0.0,2013-06-02
75431,739,36666,0,2013-06-02,W,43,0.0,2013-06-02
75432,742,36667,0,2013-06-02,W,51,0.0,2013-06-02
75433,743,36668,0,2013-06-02,W,61,0.0,2013-06-02
75434,746,36669,0,2013-06-02,W,38,0.0,2013-06-02
75435,747,36670,0,2013-06-02,W,62,0.0,2013-06-02
75436,748,36671,0,2013-06-02,W,62,0.0,2013-06-02
75437,805,36672,0,2013-06-02,W,882,0.0,2013-06-02
75438,806,36673,0,2013-06-02,W,1277,0.0,2013-06-02
75439,807,36674,0,2013-06-02,W,331,0.0,2013-06-02
75440,808,36675,0,2013-06-02,W,367,0.0,2013-06-02
75441,810,36676,0,2013-06-02,W,317,0.0,2013-06-02
75442,811,36677,0,2013-06-02,W,273,0.0,2013-06-02
75443,812,36678,0,2013-06-02,W,549,0.0,2013-06-02
75444,813,36679,0,2013-06-02,W,175,0.0,2013-06-02
75445,815,36680,0,2013-06-02,W,367,0.0,2013-06-02
75446,816,36681,0,2013-06-02,W,317,0.0,2013-06-02
75447,818,36682,0,2013-06-02,W,273,0.0,2013-06-02
75448,819,36683,0,2013-06-02,W,549,0.0,2013-06-02
75449,820,36684,0,2013-06-02,W,175,0.0,2013-06-02
75450,821,36685,0,2013-06-02,W,809,0.0,2013-06-02
75451,822,36686,0,2013-06-02,W,48,0.0,2013-06-02
75452,823,36687,0,2013-06-02,W,367,0.0,2013-06-02
75453,824,36688,0,2013-06-02,W,317,0.0,2013-06-02
75454,826,36689,0,2013-06-02,W,273,0.0,2013-06-02
75455,827,36690,0,2013-06-02,W,549,0.0,2013-06-02
75456,828,36691,0,2013-06-02,W,175,0.0,2013-06-02
75457,829,36692,0,2013-06-02,W,809,0.0,2013-06-02
75458,833,36693,0,2013-06-02,W,162,0.0,2013-06-02
75459,834,36694,0,2013-06-02,W,112,0.0,2013-06-02
75460,835,36695,0,2013-06-02,W,38,0.0,2013-06-02
75461,836,36696,0,2013-06-02,W,189,0.0,2013-06-02
75462,838,36697,0,2013-06-02,W,52,0.0,2013-06-02
75463,839,36698,0,2013-06-02,W,54,0.0,2013-06-02
75464,840,36699,0,2013-06-02,W,37,0.0,2013-06-02
75465,885,36700,0,2013-06-02,W,55,0.0,2013-06-02
75466,886,36701,0,2013-06-02,W,50,0.0,2013-06-02
75467,887,36702,0,2013-06-02,W,82,0.0,2013-06-02
75468,888,36703,0,2013-06-02,W,32,0.0,2013-06-02
75469,889,36704,0,2013-06-02,W,6,0.0,2013-06-02
75470,890,36705,0,2013-06-02,W,87,0.0,2013-06-02
75471,891,36706,0,2013-06-02,W,35,0.0,2013-06-02
75472,892,36707,0,2013-06-02,W,71,0.0,2013-06-02
75473,893,36708,0,2013-06-02,W,102,0.0,2013-06-02
75474,894,36709,0,2013-06-02,W,2490,0.0,2013-06-02
75475,895,36710,0,2013-06-02,W,62,0.0,2013-06-02
75476,896,36711,0,2013-06-02,W,34,0.0,2013-06-02
75477,897,36712,0,2013-06-02,W,25,0.0,2013-06-02
75478,898,36713,0,2013-06-02,W,9,0.0,2013-06-02
75479,899,36714,0,2013-06-02,W,56,0.0,2013-06-02
75480,900,36715,0,2013-06-02,W,33,0.0,2013-06-02
75481,901,36716,0,2013-06-02,W,33,0.0,2013-06-02
75482,902,36717,0,2013-06-02,W,17,0.0,2013-06-02
75483,903,36718,0,2013-06-02,W,20,0.0,2013-06-02
75484,904,36719,0,2013-06-02,W,31,0.0,2013-06-02
75485,905,36720,0,2013-06-02,W,20,0.0,2013-06-02
75486,906,36721,0,2013-06-02,W,20,0.0,2013-06-02
75487,917,36722,0,2013-06-02,W,34,0.0,2013-06-02
75488,918,36723,0,2013-06-02,W,24,0.0,2013-06-02
75489,919,36724,0,2013-06-02,W,24,0.0,2013-06-02
75490,920,36725,0,2013-06-02,W,42,0.0,2013-06-02
75491,924,36726,0,2013-06-02,W,24,0.0,2013-06-02
75492,925,36727,0,2013-06-02,W,19,0.0,2013-06-02
75493,926,36728,0,2013-06-02,W,38,0.0,2013-06-02
75494,927,36729,0,2013-06-02,W,10,0.0,2013-06-02
75495,942,36730,0,2013-06-02,W,24,0.0,2013-06-02
75496,943,36731,0,2013-06-02,W,21,0.0,2013-06-02
75497,944,36732,0,2013-06-02,W,36,0.0,2013-06-02
75498,945,36733,0,2013-06-02,W,2490,0.0,2013-06-02
75499,946,36734,0,2013-06-02,W,339,0.0,2013-06-02
75500,947,36735,0,2013-06-02,W,470,0.0,2013-06-02
75501,949,36736,0,2013-06-02,W,882,0.0,2013-06-02
75502,950,36737,0,2013-06-02,W,1277,0.0,2013-06-02
75503,951,36738,0,2013-06-02,W,331,0.0,2013-06-02
75504,994,36739,0,2013-06-02,W,1191,0.0,2013-06-02
75505,995,36740,0,2013-06-02,W,793,0.0,2013-06-02
75506,996,36741,0,2013-06-02,W,506,0.0,2013-06-02
75507,3,36742,0,2013-06-02,W,25520,0.0,2013-06-02
75508,324,36743,0,2013-06-02,W,7892,0.0,2013-06-02
75509,327,36744,0,2013-06-02,W,3946,0.0,2013-06-02
75510,328,36745,0,2013-06-02,W,1598,0.0,2013-06-02
75511,329,36746,0,2013-06-02,W,2124,0.0,2013-06-02
75512,330,36747,0,2013-06-02,W,1688,0.0,2013-06-02
75513,398,36748,0,2013-06-02,W,2705,0.0,2013-06-02
75514,399,36749,0,2013-06-02,W,3946,0.0,2013-06-02
75515,400,36750,0,2013-06-02,W,1280,0.0,2013-06-02
75516,401,36751,0,2013-06-02,W,3702,0.0,2013-06-02
75517,529,36752,0,2013-06-02,W,2705,0.0,2013-06-02
75518,532,36753,0,2013-06-02,W,15784,0.0,2013-06-02
75519,533,36754,0,2013-06-02,W,3946,0.0,2013-06-02
75520,534,36755,0,2013-06-02,W,3946,0.0,2013-06-02
75521,802,36756,0,2013-06-02,W,1477,0.0,2013-06-02
75522,803,36757,0,2013-06-02,W,1014,0.0,2013-06-02
75523,804,36758,0,2013-06-02,W,1455,0.0,2013-06-02
75524,316,36759,0,2013-06-02,W,7892,0.0,2013-06-02
75525,331,36760,0,2013-06-02,W,7892,0.0,2013-06-02
75526,350,36761,0,2013-06-02,W,3946,0.0,2013-06-02
75527,531,36762,0,2013-06-02,W,3946,0.0,2013-06-02
75528,779,51224,1,2013-06-02,S,1,2319.99,2013-06-02
75529,930,51224,2,2013-06-02,S,1,35.0,2013-06-02
75530,712,51225,3,2013-06-02,S,1,8.99,2013-06-02
75531,883,51225,2,2013-06-02,S,1,53.99,2013-06-02
75532,974,51225,1,2013-06-02,S,1,1700.99,2013-06-02
75533,796,51226,1,2013-06-02,S,1,2443.35,2013-06-02
75534,933,51226,2,2013-06-02,S,1,32.6,2013-06-02
75535,795,51227,1,2013-06-02,S,1,2443.35,2013-06-02
75536,922,51227,2,2013-06-02,S,1,3.99,2013-06-02
75537,933,51227,3,2013-06-02,S,1,32.6,2013-06-02
